iso_code,continent,location,date,total_cases,new_cases,total_deaths,new_deaths,total_vaccinations,new_vaccinations,population
USA,North America,United States,2021-03-23,29618065,45228,546393,553,147015330,3059738,338289856
USA,North America,United States,2021-03-24,29666293,48228,547331,938,150569265,3553935,338289856
USA,North America,United States,2021-03-25,29723977,57684,548084,753,154393853,3824588,338289856
USA,North America,United States,2021-03-26,29791998,68021,549210,1126,158206894,3813041,338289856
USA,North America,United States,2021-03-27,29857365,65367,550191,981,160682919,2476025,338289856
USA,North America,United States,2021-03-28,29932199,74834,551233,1042,161894806,1211887,338289856
USA,North America,United States,2021-03-29,29995402,63203,552084,851,164728895,2834089,338289856
USA,North America,United States,2021-03-30,30048658,53256,552702,618,168321927,3593032,338289856
USA,North America,United States,2021-03-31,30106672,58014,553250,548,172494725,4172798,338289856
USA,North America,United States,2021-04-01,30168461,61789,553979,729,177076502,4581777,338289856
USA,North America,United States,2021-04-02,30238028,69567,554927,948,180723033,3646531,338289856
USA,North America,United States,2021-04-03,30311713,73685,555743,816,183030847,2307814,338289856
USA,North America,United States,2021-04-04,30382159,70446,556585,842,183796134,765287,338289856
USA,North America,United States,2021-04-05,30445854,63695,557293,708,186899414,3103280,338289856
USA,North America,United States,2021-04-06,30491576,45722,557825,532,190874444,3975030,338289856
USA,North America,United States,2021-04-07,30547976,56400,558187,362,195235067,4360623,338289856
USA,North America,United States,2021-04-08,30611633,63657,558936,749,199738657,4503590,338289856
USA,North America,United States,2021-04-09,30686260,74627,559757,821,204055134,4316477,338289856
USA,North America,United States,2021-04-10,30761694,75434,560624,867,206950142,2895008,338289856
USA,North America,United States,2021-04-11,30838109,76415,561488,864,208353016,1402874,338289856
USA,North America,United States,2021-04-12,30906220,68111,562228,740,211379731,3026715,338289856
USA,North America,United States,2021-04-13,30959459,53239,562696,468,214865134,3485403,338289856
USA,North America,United States,2021-04-14,31019894,60435,563229,533,218574244,3709110,338289856
USA,North America,United States,2021-04-15,31092100,72206,563980,751,222334927,3760683,338289856
USA,North America,United States,2021-04-16,31162754,70654,564762,782,225950584,3615657,338289856
USA,North America,United States,2021-04-17,31234252,71498,565556,794,228320920,2370336,338289856
USA,North America,United States,2021-04-18,31305326,71074,566363,807,229457616,1136696,338289856
USA,North America,United States,2021-04-19,31382538,77212,566990,627,232049874,2592258,338289856
USA,North America,United States,2021-04-20,31431875,49337,567489,499,235289528,3239654,338289856
USA,North America,United States,2021-04-21,31467156,35281,567952,463,238781654,3492126,338289856
USA,North America,United States,2021-04-22,31524474,57318,568698,746,242291910,3510256,338289856
USA,North America,United States,2021-04-23,31587523,63049,569465,767,245604243,3312333,338289856
USA,North America,United States,2021-04-24,31649002,61479,570249,784,247820516,2216273,338289856
USA,North America,United States,2021-04-25,31711421,62419,571084,835,248816796,996280,338289856
USA,North America,United States,2021-04-26,31763119,51698,571738,654,251217978,2401182,338289856
USA,North America,United States,2021-04-27,31803966,40847,572173,435,254122446,2904468,338289856
USA,North America,United States,2021-04-28,31834165,30199,572640,467,257220868,3098422,338289856
USA,North America,United States,2021-04-29,31884478,50313,573186,546,260284037,3063169,338289856
USA,North America,United States,2021-04-30,31938874,54396,574018,832,263209607,2925570,338289856
USA,North America,United States,2021-05-01,31994517,55643,574771,753,265082725,1873118,338289856
USA,North America,United States,2021-05-02,32049828,55311,575577,806,265965311,882586,338289856
USA,North America,United States,2021-05-03,32098180,48352,576193,616,267938366,1973055,338289856
USA,North America,United States,2021-05-04,32134773,36593,576693,500,270449723,2511357,338289856
USA,North America,United States,2021-05-05,32167726,32953,577163,470,273013863,2564140,338289856
USA,North America,United States,2021-05-06,32210278,42552,577837,674,275549433,2535570,338289856
USA,North America,United States,2021-05-07,32254819,44541,578551,714,278072481,2523048,338289856
USA,North America,United States,2021-05-08,32297511,42692,579222,671,279615963,1543482,338289856
USA,North America,United States,2021-05-09,32342152,44641,580028,806,280233338,617375,338289856
USA,North America,United States,2021-05-10,32379173,37021,580637,609,281845756,1612418,338289856
USA,North America,United States,2021-05-11,32406711,27538,581045,408,283903317,2057561,338289856
USA,North America,United States,2021-05-12,32431094,24383,581440,395,285930430,2027113,338289856
USA,North America,United States,2021-05-13,32464167,33073,582038,598,288220296,2289866,338289856
USA,North America,United States,2021-05-14,32499951,35784,582717,679,290685802,2465506,338289856
USA,North America,United States,2021-05-15,32540386,40435,583300,583,292543580,1857778,338289856
USA,North America,United States,2021-05-16,32575502,35116,584001,701,293481568,937988,338289856
USA,North America,United States,2021-05-17,32605339,29837,584443,442,295313838,1832270,338289856
USA,North America,United States,2021-05-18,32626714,21375,584880,437,297397450,2083612,338289856
USA,North America,United States,2021-05-19,32646167,19453,585242,362,299495675,2098225,338289856
USA,North America,United States,2021-05-20,32673806,27639,585852,610,301525193,2029518,338289856
USA,North America,United States,2021-05-21,32701297,27491,586435,583,303597826,2072633,338289856
USA,North America,United States,2021-05-22,32729245,27948,586976,541,305053382,1455556,338289856
USA,North America,United States,2021-05-23,32757111,27866,587625,649,305713996,660614,338289856
USA,North America,United States,2021-05-24,32779335,22224,588034,409,307042685,1328689,338289856
USA,North America,United States,2021-05-25,32795365,16030,588321,287,308489320,1446635,338289856
USA,North America,United States,2021-05-26,32810126,14761,588876,555,309934797,1445477,338289856
USA,North America,United States,2021-05-27,32834697,24571,589394,518,311292638,1357841,338289856
USA,North America,United States,2021-05-28,32858172,23475,589911,517,312634870,1342232,338289856
USA,North America,United States,2021-05-29,32880142,21970,590456,545,313406009,771139,338289856
USA,North America,United States,2021-05-30,32904922,24780,591159,703,313793224,387215,338289856
USA,North America,United States,2021-05-31,32920550,15628,591460,301,313997712,204488,338289856
USA,North America,United States,2021-06-01,32932900,12350,591714,254,315286109,1288397,338289856
USA,North America,United States,2021-06-02,32942308,9408,591946,232,316412601,1126492,338289856
USA,North America,United States,2021-06-03,32951243,8935,592278,332,317669791,1257190,338289856
USA,North America,United States,2021-06-04,32967291,16048,592770,492,319086318,1416527,338289856
USA,North America,United States,2021-06-05,32985442,18151,593248,478,320166407,1080089,338289856
USA,North America,United States,2021-06-06,33004034,18592,593834,586,320687243,520836,338289856
USA,North America,United States,2021-06-07,33018768,14734,594228,394,321768537,1081294,338289856
USA,North America,United States,2021-06-08,33029852,11084,594651,423,322951685,1183148,338289856
USA,North America,United States,2021-06-09,33039750,9898,594973,322,324126137,1174452,338289856
USA,North America,United States,2021-06-10,33054064,14314,595286,313,325303229,1177092,338289856
USA,North America,United States,2021-06-11,33073704,19640,595673,387,326544221,1240992,338289856
USA,North America,United States,2021-06-12,33089628,15924,596055,382,327443326,899105,338289856
USA,North America,United States,2021-06-13,33103599,13971,596458,403,327839088,395762,338289856
USA,North America,United States,2021-06-14,33115949,12350,596666,208,328759101,920013,338289856
USA,North America,United States,2021-06-15,33124670,8721,596818,152,329744485,985384,338289856
USA,North America,United States,2021-06-16,33132945,8275,597017,199,330695630,951145,338289856
USA,North America,United States,2021-06-17,33145561,12616,597333,316,331595411,899781,338289856
USA,North America,United States,2021-06-18,33158781,13220,597669,336,332523845,928434,338289856
USA,North America,United States,2021-06-19,33172265,13484,597948,279,333101435,577590,338289856
USA,North America,United States,2021-06-20,33184226,11961,598220,272,333379912,278477,338289856
USA,North America,United States,2021-06-21,33196576,12350,598471,251,333945577,565665,338289856
USA,North America,United States,2021-06-22,33205623,9047,598694,223,334705734,760157,338289856
USA,North America,United States,2021-06-23,33214191,8568,598960,266,335446508,740774,338289856
USA,North America,United States,2021-06-24,33227479,13288,599268,308,336150148,703640,338289856
USA,North America,United States,2021-06-25,33241320,13841,599594,326,336921541,771393,338289856
USA,North America,United States,2021-06-26,33256892,15572,599909,315,337423329,501788,338289856
USA,North America,United States,2021-06-27,33271863,14971,600321,412,337692191,268862,338289856
USA,North America,United States,2021-06-28,33285157,13294,600563,242,338249878,557687,338289856
USA,North America,United States,2021-06-29,33295833,10676,600736,173,338880595,630717,338289856
USA,North America,United States,2021-06-30,33306271,10438,600919,183,339517243,636648,338289856
USA,North America,United States,2021-07-01,33321785,15514,601201,282,340134935,617692,338289856
USA,North America,United States,2021-07-02,33333424,11639,601445,244,340758805,623870,338289856
USA,North America,United States,2021-07-03,33352010,18586,601734,289,341117662,358857,338289856
USA,North America,United States,2021-07-04,33368900,16890,602038,304,341168658,50996,338289856
USA,North America,United States,2021-07-05,33382089,13189,602190,152,341567690,399032,338289856
USA,North America,United States,2021-07-06,33392548,10459,602315,125,342154834,587144,338289856
USA,North America,United States,2021-07-07,33401695,9147,602418,103,342728862,574028,338289856
USA,North America,United States,2021-07-08,33421657,19962,602719,301,343296740,567878,338289856
USA,North America,United States,2021-07-09,33444293,22636,602969,250,343931531,634791,338289856
USA,North America,United States,2021-07-10,33627831,183538,603231,262,344333935,402404,338289856
USA,North America,United States,2021-07-11,33655410,27579,603547,316,344551459,217524,338289856
USA,North America,United States,2021-07-12,33676285,20875,603696,149,345074839,523380,338289856
USA,North America,United States,2021-07-13,33693007,16722,603815,119,345604611,529772,338289856
USA,North America,United States,2021-07-14,33721899,28892,604110,295,346139725,535114,338289856
USA,North America,United States,2021-07-15,33756877,34978,604447,337,346684121,544396,338289856
USA,North America,United States,2021-07-16,33795176,38299,604789,342,347309592,625471,338289856
USA,North America,United States,2021-07-17,33835731,40555,605108,319,347710722,401130,338289856
USA,North America,United States,2021-07-18,33877989,42258,605478,370,347945224,234502,338289856
USA,North America,United States,2021-07-19,33910128,32139,605661,183,348514545,569321,338289856
USA,North America,United States,2021-07-20,33938121,27993,605807,146,349119207,604662,338289856
USA,North America,United States,2021-07-21,33983316,45195,606091,284,349752329,633122,338289856
USA,North America,United States,2021-07-22,34034356,51040,606411,320,350406377,654048,338289856
USA,North America,United States,2021-07-23,34095669,61313,606810,399,351154305,747928,338289856
USA,North America,United States,2021-07-24,34167377,71708,607148,338,351617554,463249,338289856
USA,North America,United States,2021-07-25,34237016,69639,607562,414,351877915,260361,338289856
USA,North America,United States,2021-07-26,34290811,53795,607816,254,352524039,646124,338289856
USA,North America,United States,2021-07-27,34334017,43206,608065,249,353228600,704561,338289856
USA,North America,United States,2021-07-28,34405262,71245,608476,411,353952553,723953,338289856
USA,North America,United States,2021-07-29,34491067,85805,608975,499,354676925,724372,338289856
USA,North America,United States,2021-07-30,34580216,89149,609469,494,355518404,841479,338289856
USA,North America,United States,2021-07-31,34679583,99367,609964,495,356038132,519728,338289856
USA,North America,United States,2021-08-01,34784102,104519,610489,525,356377861,339729,338289856
USA,North America,United States,2021-08-02,34864669,80567,610884,395,357103617,725756,338289856
USA,North America,United States,2021-08-03,34925857,61188,611254,370,357871567,767950,338289856
USA,North America,United States,2021-08-04,35028266,102409,611910,656,358655216,783649,338289856
USA,North America,United States,2021-08-05,35138549,110283,612610,700,359454531,799315,338289856
USA,North America,United States,2021-08-06,35265382,126833,613351,741,360370503,915972,338289856
USA,North America,United States,2021-08-07,35393236,127854,614104,753,360934260,563757,338289856
USA,North America,United States,2021-08-08,35527158,133922,614942,838,361288186,353926,338289856
USA,North America,United States,2021-08-09,35647410,120252,615590,648,362077715,789529,338289856
USA,North America,United States,2021-08-10,35744200,96790,616117,527,362884577,806862,338289856
USA,North America,United States,2021-08-11,35837250,93050,616837,720,363660453,775876,338289856
USA,North America,United States,2021-08-12,35972677,135427,617798,961,364471389,810936,338289856
USA,North America,United States,2021-08-13,36116156,143479,618410,612,365426585,955196,338289856
USA,North America,United States,2021-08-14,36267317,151161,619383,973,366056949,630364,338289856
USA,North America,United States,2021-08-15,36413622,146305,620579,1196,366460189,403240,338289856
USA,North America,United States,2021-08-16,36553470,139848,621483,904,367337157,876968,338289856
USA,North America,United States,2021-08-17,36664182,110712,622162,679,368268534,931377,338289856
USA,North America,United States,2021-08-18,36773137,108955,623007,845,369229359,960825,338289856
USA,North America,United States,2021-08-19,36923585,150448,624200,1193,370182079,952720,338289856
USA,North America,United States,2021-08-20,37091747,168162,625697,1497,371298518,1116439,338289856
USA,North America,United States,2021-08-21,37266129,174382,627078,1381,371971796,673278,338289856
USA,North America,United States,2021-08-22,37433588,167459,628634,1556,372365945,394149,338289856
USA,North America,United States,2021-08-23,37575412,141824,629803,1169,373291909,925964,338289856
USA,North America,United States,2021-08-24,37699893,124481,630702,899,374248369,956460,338289856
USA,North America,United States,2021-08-25,37820718,120825,631907,1205,375221664,973295,338289856
USA,North America,United States,2021-08-26,37983132,162414,633562,1655,376218132,996468,338289856
USA,North America,United States,2021-08-27,38160036,176904,635220,1658,377396086,1177954,338289856
USA,North America,United States,2021-08-28,38346307,186271,636980,1760,378113144,717058,338289856
USA,North America,United States,2021-08-29,38528478,182171,638817,1837,378546537,433393,338289856
USA,North America,United States,2021-08-30,38678500,150022,640277,1460,379485003,938466,338289856
USA,North America,United States,2021-08-31,38794172,115672,641460,1183,380429513,944510,338289856
USA,North America,United States,2021-09-01,38932772,138600,642703,1243,381382994,953481,338289856
USA,North America,United States,2021-09-02,39109573,176801,644510,1807,382283529,900535,338289856
USA,North America,United States,2021-09-03,39307200,197627,646525,2015,383328951,1045422,338289856
USA,North America,United States,2021-09-04,39490617,183417,648553,2028,383891281,562330,338289856
USA,North America,United States,2021-09-05,39672729,182112,650526,1973,384258974,367693,338289856
USA,North America,United States,2021-09-06,39814491,141762,652016,1490,384437087,178113,338289856
USA,North America,United States,2021-09-07,39937573,123082,653340,1324,385353978,916891,338289856
USA,North America,United States,2021-09-08,40053577,116004,654432,1092,386206174,852196,338289856
USA,North America,United States,2021-09-09,40168253,114676,655954,1522,387061507,855333,338289856
USA,North America,United States,2021-09-10,40339494,171241,658073,2119,388104721,1043214,338289856
USA,North America,United States,2021-09-11,40523208,183714,660319,2246,388709179,604458,338289856
USA,North America,United States,2021-09-12,40695299,172091,662611,2292,389063721,354542,338289856
USA,North America,United States,2021-09-13,40848842,153543,664350,1739,389850754,787033,338289856
USA,North America,United States,2021-09-14,40962680,113838,665490,1140,390607594,756840,338289856
USA,North America,United States,2021-09-15,41081651,118971,666842,1352,391378996,771402,338289856
USA,North America,United States,2021-09-16,41243798,162147,669255,2413,392146951,767955,338289856
USA,North America,United States,2021-09-17,41406926,163128,671754,2499,393055398,908447,338289856
USA,North America,United States,2021-09-18,41574261,167335,673862,2108,393580013,524615,338289856
USA,North America,United States,2021-09-19,41732753,158492,676201,2339,393890824,310811,338289856
USA,North America,United States,2021-09-20,41855327,122574,677790,1589,394595089,704265,338289856
USA,North America,United States,2021-09-21,41949971,94644,678984,1194,395278874,683785,338289856
USA,North America,United States,2021-09-22,42048349,98378,680352,1368,395949782,670908,338289856
USA,North America,United States,2021-09-23,42181330,132981,682697,2345,396631061,681279,338289856
USA,North America,United States,2021-09-24,42314060,132730,685047,2350,397621884,990823,338289856
USA,North America,United States,2021-09-25,42452316,138256,687120,2073,398297437,675553,338289856
USA,North America,United States,2021-09-26,42585047,132731,689585,2465,398708697,411260,338289856
USA,North America,United States,2021-09-27,42681213,96166,691020,1435,399742996,1034299,338289856
USA,North America,United States,2021-09-28,42756451,75238,692039,1019,400882294,1139298,338289856
USA,North America,United States,2021-09-29,42863770,107319,693996,1957,402030070,1147776,338289856
USA,North America,United States,2021-09-30,42979222,115452,696151,2155,403204153,1174083,338289856
USA,North America,United States,2021-10-01,43096019,116797,698404,2253,404555441,1351288,338289856
USA,North America,United States,2021-10-02,43220061,124042,700366,1962,405189746,634305,338289856
USA,North America,United States,2021-10-03,43340735,120674,702577,2211,405558325,368579,338289856
USA,North America,United States,2021-10-04,43422703,81968,703864,1287,406550550,992225,338289856
USA,North America,United States,2021-10-05,43489342,66639,704806,942,407575421,1024871,338289856
USA,North America,United States,2021-10-06,43581158,91816,706162,1356,408616886,1041465,338289856
USA,North America,United States,2021-10-07,43682957,101799,708217,2055,409659044,1042158,338289856
USA,North America,United States,2021-10-08,43801180,118223,710270,2053,410828133,1169089,338289856
USA,North America,United States,2021-10-09,43914218,113038,712008,1738,411367007,538874,338289856
USA,North America,United States,2021-10-10,44022719,108501,714261,2253,411684148,317141,338289856
USA,North America,United States,2021-10-11,44093308,70589,715312,1051,412543407,859259,338289856
USA,North America,United States,2021-10-12,44151757,58449,716325,1013,413480122,936715,338289856
USA,North America,United States,2021-10-13,44229718,77961,717349,1024,414397568,917446,338289856
USA,North America,United States,2021-10-14,44319356,89638,719263,1914,415317935,920367,338289856
USA,North America,United States,2021-10-15,44415668,96312,721109,1846,416383197,1065262,338289856
USA,North America,United States,2021-10-16,44512539,96871,722685,1576,416878985,495788,338289856
USA,North America,United States,2021-10-17,44604956,92417,724723,2038,417150471,271486,338289856
USA,North America,United States,2021-10-18,44667958,63002,725615,892,417989866,839395,338289856
USA,North America,United States,2021-10-19,44715603,47645,726310,695,418821317,831451,338289856
USA,North America,United States,2021-10-20,44787925,72322,728640,2330,419668070,846753,338289856
USA,North America,United States,2021-10-21,44868520,80595,730489,1849,420538139,870069,338289856
USA,North America,United States,2021-10-22,44945054,76534,732330,1841,421928294,1390155,338289856
USA,North America,United States,2021-10-23,45032625,87571,733853,1523,422761685,833391,338289856
USA,North America,United States,2021-10-24,45113499,80874,735814,1961,423237304,475619,338289856
USA,North America,United States,2021-10-25,45149613,36114,736468,654,424775476,1538172,338289856
USA,North America,United States,2021-10-26,45177670,28057,736815,347,426352164,1576688,338289856
USA,North America,United States,2021-10-27,45262130,84460,737845,1030,427987962,1635798,338289856
USA,North America,United States,2021-10-28,45363917,101787,739897,2052,429611718,1623756,338289856
USA,North America,United States,2021-10-29,45448116,84199,741662,1765,431416044,1804326,338289856
USA,North America,United States,2021-10-30,45551237,103121,742939,1277,432241418,825374,338289856
USA,North America,United States,2021-10-31,45639685,88448,744729,1790,432682634,441216,338289856
USA,North America,United States,2021-11-01,45674635,34950,745182,453,434188925,1506291,338289856
USA,North America,United States,2021-11-02,45699982,25347,745484,302,435706739,1517814,338289856
USA,North America,United States,2021-11-03,45817829,117847,746680,1196,437292792,1586053,338289856
USA,North America,United States,2021-11-04,45892422,74593,748130,1450,438952515,1659723,338289856
USA,North America,United States,2021-11-05,45971188,78766,749318,1188,440891789,1939274,338289856
USA,North America,United States,2021-11-06,46060038,88850,750522,1204,441943005,1051216,338289856
USA,North America,United States,2021-11-07,46149896,89858,752136,1614,442506916,563911,338289856
USA,North America,United States,2021-11-08,46185883,35987,752612,476,443990754,1483838,338289856
USA,North America,United States,2021-11-09,46217407,31524,752868,256,445649609,1658855,338289856
USA,North America,United States,2021-11-10,46333798,116391,754029,1161,447446421,1796812,338289856
USA,North America,United States,2021-11-11,46416681,82883,755616,1587,449064472,1618051,338289856
USA,North America,United States,2021-11-12,46510430,93749,756961,1345,451077281,2012809,338289856
USA,North America,United States,2021-11-13,46584077,73647,757931,970,452265771,1188490,338289856
USA,North America,United States,2021-11-14,46707076,122999,759665,1734,452850774,585003,338289856
USA,North America,United States,2021-11-15,46776352,69276,760209,544,454422505,1571731,338289856
USA,North America,United States,2021-11-16,46809945,33593,760426,217,456125159,1702654,338289856
USA,North America,United States,2021-11-17,46943535,133590,761506,1080,457907050,1781891,338289856
USA,North America,United States,2021-11-18,47040450,96915,762970,1464,459716905,1809855,338289856
USA,North America,United States,2021-11-19,47146260,105810,764412,1442,461818190,2101285,338289856
USA,North America,United States,2021-11-20,47270130,123870,768279,3867,463065911,1247721,338289856
USA,North America,United States,2021-11-21,47383952,113822,769941,1662,463719983,654072,338289856
USA,North America,United States,2021-11-22,47430146,46194,770315,374,465557452,1837469,338289856
USA,North America,United States,2021-11-23,47468897,38751,770492,177,467367157,1809705,338289856
USA,North America,United States,2021-11-24,47614275,145378,771669,1177,468770932,1403775,338289856
USA,North America,United States,2021-11-25,47715341,101066,773229,1560,468800525,29593,338289856
USA,North America,United States,2021-11-26,47821876,106535,774603,1374,470022050,1221525,338289856
USA,North America,United States,2021-11-27,47894599,72723,775068,465,470925809,903759,338289856
USA,North America,United States,2021-11-28,47976346,81747,775631,563,471524229,598420,338289856
USA,North America,United States,2021-11-29,48028146,51800,775845,214,473209140,1684911,338289856
USA,North America,United States,2021-11-30,48084683,56537,776038,193,475161508,1952368,338289856
USA,North America,United States,2021-12-01,48178162,93479,777701,1663,477370837,2209329,338289856
USA,North America,United States,2021-12-02,48298852,120690,779323,1622,479568318,2197481,338289856
USA,North America,United States,2021-12-03,48431927,133075,781050,1727,482047790,2479472,338289856
USA,North America,United States,2021-12-04,48575796,143869,782294,1244,483549682,1501892,338289856
USA,North America,United States,2021-12-05,48727363,151567,783935,1641,484289046,739364,338289856
USA,North America,United States,2021-12-06,48794715,67352,784507,572,486144144,1855098,338289856
USA,North America,United States,2021-12-07,48850029,55314,784788,281,488077793,1933649,338289856
USA,North America,United States,2021-12-08,49034072,184043,786076,1288,490027226,1949433,338289856
USA,North America,United States,2021-12-09,49159620,125548,787908,1832,491975536,1948310,338289856
USA,North America,United States,2021-12-10,49289328,129708,789388,1480,494116999,2141463,338289856
USA,North America,United States,2021-12-11,49426759,137431,790550,1162,495387747,1270748,338289856
USA,North America,United States,2021-12-12,49562332,135573,792521,1971,496026495,638748,338289856
USA,North America,United States,2021-12-13,49626299,63967,793011,490,497661346,1634851,338289856
USA,North America,United States,2021-12-14,49684408,58109,793317,306,499402632,1741286,338289856
USA,North America,United States,2021-12-15,49870091,185683,794629,1312,501144913,1742281,338289856
USA,North America,United States,2021-12-16,49995533,125442,796537,1908,502854525,1709612,338289856
USA,North America,United States,2021-12-17,50142010,146477,798437,1900,504815550,1961025,338289856
USA,North America,United States,2021-12-18,50304678,162668,799552,1115,505947076,1131526,338289856
USA,North America,United States,2021-12-19,50461441,156763,801586,2034,506593781,646705,338289856
USA,North America,United States,2021-12-20,50549025,87584,802176,590,508454369,1860588,338289856
USA,North America,United States,2021-12-21,50651238,102213,802462,286,510447413,1993044,338289856
USA,North America,United States,2021-12-22,50917397,266159,803929,1467,512331805,1884392,338289856
USA,North America,United States,2021-12-23,51120715,203318,806188,2259,513808865,1477060,338289856
USA,North America,United States,2021-12-24,51358598,237883,808042,1854,514192705,383840,338289856
USA,North America,United States,2021-12-25,51637410,278812,811219,3177,514199722,7017,338289856
USA,North America,United States,2021-12-26,51878860,241450,812587,1368,514683134,483412,338289856
USA,North America,United States,2021-12-27,51994684,115824,812849,262,516223913,1540779,338289856
USA,North America,United States,2021-12-28,52205968,211284,813115,266,517933952,1710039,338289856
USA,North America,United States,2021-12-29,52670463,464495,814901,1786,519626497,1692545,338289856
USA,North America,United States,2021-12-30,53059977,389514,817232,2331,521176784,1550287,338289856
USA,North America,United States,2021-12-31,53534286,474309,819055,1823,521797692,620908,338289856
USA,North America,United States,2022-01-01,54118933,584647,820389,1334,521918004,120312,338289856
USA,North America,United States,2022-01-02,54590898,471965,821733,1344,522418645,500641,338289856
USA,North America,United States,2022-01-03,54893855,302957,822163,430,523671276,1252631,338289856
USA,North America,United States,2022-01-04,55284713,390858,822537,374,525094724,1423448,338289856
USA,North America,United States,2022-01-05,56187104,902391,824209,1672,526556546,1461822,338289856
USA,North America,United States,2022-01-06,56919618,732514,827049,2840,528030730,1474184,338289856
USA,North America,United States,2022-01-07,57622408,702790,828895,1846,529692905,1662175,338289856
USA,North America,United States,2022-01-08,58420844,798436,830983,2088,530748218,1055313,338289856
USA,North America,United States,2022-01-09,59273795,852951,833449,2466,531249385,501167,338289856
USA,North America,United States,2022-01-10,59722538,448743,834318,869,532518009,1268624,338289856
USA,North America,United States,2022-01-11,60209079,486541,835017,699,533834532,1316523,338289856
USA,North America,United States,2022-01-12,61474599,1265520,836979,1962,535157096,1322564,338289856
USA,North America,United States,2022-01-13,62278138,803539,840168,3189,536459113,1302017,338289856
USA,North America,United States,2022-01-14,63134018,855880,842648,2480,537939916,1480803,338289856
USA,North America,United States,2022-01-15,64026321,892303,844827,2179,538735091,795175,338289856
USA,North America,United States,2022-01-16,64924728,898407,847829,3002,539128831,393740,338289856
USA,North America,United States,2022-01-17,65390685,465957,849209,1380,539959879,831048,338289856
USA,North America,United States,2022-01-18,65809422,418737,850082,873,540967964,1008085,338289856
USA,North America,United States,2022-01-19,66777887,968465,851535,1453,541956732,988768,338289856
USA,North America,United States,2022-01-20,67634180,856293,854177,2642,542902164,945432,338289856
USA,North America,United States,2022-01-21,68414646,780466,857436,3259,543995187,1093023,338289856
USA,North America,United States,2022-01-22,69191136,776490,860337,2901,544621478,626291,338289856
USA,North America,United States,2022-01-23,69967616,776480,864137,3800,544955362,333884,338289856
USA,North America,United States,2022-01-24,70296180,328564,865355,1218,545759030,803668,338289856
USA,North America,United States,2022-01-25,70611127,314947,866315,960,546569635,810605,338289856
USA,North America,United States,2022-01-26,71622275,1011148,869099,2784,547369589,799954,338289856
USA,North America,United States,2022-01-27,72115507,493232,872629,3530,548167302,797713,338289856
USA,North America,United States,2022-01-28,72660732,545225,876038,3409,549131881,964579,338289856
USA,North America,United States,2022-01-29,73233552,572820,878936,2898,549605781,473900,338289856
USA,North America,United States,2022-01-30,73756878,523326,882540,3604,549872736,266955,338289856
USA,North America,United States,2022-01-31,73979050,222172,884056,1516,550509505,636769,338289856
USA,North America,United States,2022-02-01,74137264,158214,884981,925,551133326,623821,338289856
USA,North America,United States,2022-02-02,74713785,576521,887760,2779,551712410,579084,338289856
USA,North America,United States,2022-02-03,75010243,296458,891836,4076,552239065,526655,338289856
USA,North America,United States,2022-02-04,75313648,303405,895054,3218,552902416,663351,338289856
USA,North America,United States,2022-02-05,75663698,350050,897769,2715,553345385,442969,338289856
USA,North America,United States,2022-02-06,75945588,281890,901194,3425,553560912,215527,338289856
USA,North America,United States,2022-02-07,76050350,104762,902448,1254,554050086,489174,338289856
USA,North America,United States,2022-02-08,76146928,96578,903162,714,554557634,507548,338289856
USA,North America,United States,2022-02-09,76452286,305358,906463,3301,555075095,517461,338289856
USA,North America,United States,2022-02-10,76650207,197921,910267,3804,555590555,515460,338289856
USA,North America,United States,2022-02-11,76846601,196394,913272,3005,556220255,629700,338289856
USA,North America,United States,2022-02-12,77012391,165790,915851,2579,556569334,349079,338289856
USA,North America,United States,2022-02-13,77167700,155309,918744,2893,556723665,154331,338289856
USA,North America,United States,2022-02-14,77235588,67888,919713,969,557069849,346184,338289856
USA,North America,United States,2022-02-15,77283492,47904,920440,727,557476940,407091,338289856
USA,North America,United States,2022-02-16,77457785,174293,923413,2973,557896546,419606,338289856
USA,North America,United States,2022-02-17,77565865,108080,926783,3370,558309529,412983,338289856
USA,North America,United States,2022-02-18,77671579,105714,929491,2708,558841815,532286,338289856
USA,North America,United States,2022-02-19,77772054,100475,931807,2316,559126887,285072,338289856
USA,North America,United States,2022-02-20,77875856,103802,934116,2309,559282790,155903,338289856
USA,North America,United States,2022-02-21,77916653,40797,934832,716,559603106,320316,338289856
USA,North America,United States,2022-02-22,77947827,31174,935420,588,559960737,357631,338289856
USA,North America,United States,2022-02-23,77996240,48413,936520,1100,560308460,347723,338289856
USA,North America,United States,2022-02-24,78111262,115022,939772,3252,560642108,333648,338289856
USA,North America,United States,2022-02-25,78184924,73662,942383,2611,561041040,398932,338289856
USA,North America,United States,2022-02-26,78259986,75062,944871,2488,561286587,245547,338289856
USA,North America,United States,2022-02-27,78334128,74142,947162,2291,561411021,124434,338289856
USA,North America,United States,2022-02-28,78359790,25662,947738,576,561731241,320220,338289856
USA,North America,United States,2022-03-01,78377959,18169,948098,360,562016477,285236,338289856
USA,North America,United States,2022-03-02,78454196,76237,950400,2302,562278498,262021,338289856
USA,North America,United States,2022-03-03,78518015,63819,952371,1971,562536557,258059,338289856
USA,North America,United States,2022-03-04,78570799,52784,953907,1536,562860566,324009,338289856
USA,North America,United States,2022-03-05,78622421,51622,955271,1364,563044675,184109,338289856
USA,North America,United States,2022-03-06,78666637,44216,956840,1569,563134718,90043,338289856
